variants,SampleType,Animal,kidney,liver,lung,input_norm
cN285,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN286,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN287,gDNA,m1,369748.4044488001,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN288,gDNA,m1,0.3697480347007654,1.035294497162143,0.44592503944032064,2.2447719043908196e-05
cN289,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN290,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN291,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN292,gDNA,m1,369748.4044488001,517647.8956402293,445925.48536536004,8.979080883254301e-05
cN293,gDNA,m1,369748.4044488001,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN294,gDNA,m1,0.12324942706645767,690197.1366705587,0.14864177890786037,6.73431122363314e-05
cN295,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN296,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN297,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN298,gDNA,m1,369748.4044488001,1035296567752.1725,445925931290.8454,2.2447696596211602e-11
cN299,gDNA,m1,369748774197.2045,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN300,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN301,gDNA,m1,739497178646.0048,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN302,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN303,gDNA,m1,369748774197.2045,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN304,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN305,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN306,gDNA,m1,0.18487410978734514,1035295.53245664,445925.48536536004,4.4895415640119805e-05
cN307,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN308,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN309,gDNA,m1,369748774197.2045,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN310,gDNA,m1,369748.4044488001,1.035294497162143,0.44592503944032064,2.2447719043908196e-05
cN311,gDNA,m1,369748.4044488001,3105884.5267809266,445925.48536536004,2.2447719043908196e-05
cN312,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN313,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN314,gDNA,m1,369748.4044488001,1035296567752.1725,445925931290.8454,2.2447696596211602e-11
cN315,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN316,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN317,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN318,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN319,gDNA,m1,369748774197.2045,2070592100208.813,445925.48536536004,2.2447696596211602e-11
cN320,gDNA,m1,369748774197.2045,3105887632665.453,445925.48536536004,2.2447696596211602e-11
cN321,gDNA,m1,369748774197.2045,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN322,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN323,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN324,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN325,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN326,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN327,gDNA,m1,369748.4044488001,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN328,gDNA,m1,0.3697480347007654,1035295.53245664,0.44592503944032064,2.2447719043908196e-05
cN329,gDNA,m1,0.18487410978734514,1552943.0398612064,668888.1165667245,4.4895415640119805e-05
cN330,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN331,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN332,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN333,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN334,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN335,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN336,gDNA,m1,0.3697480347007654,1.035294497162143,445925.48536536004,2.2447719043908196e-05
cN337,gDNA,m1,246498.97738234245,345098.7408844772,0.14864177890786037,6.73431122363314e-05
cN338,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN339,gDNA,m1,369748.4044488001,1035296567752.1725,445925931290.8454,2.2447696596211602e-11
cN340,gDNA,m1,369748774197.2045,1035296567752.1725,891851416656.2057,2.2447696596211602e-11
cN341,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN342,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN343,gDNA,m1,369748.4044488001,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN344,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN345,gDNA,m1,369748774197.2045,3105887632665.453,445925.48536536004,2.2447696596211602e-11
cN346,gDNA,m1,0.3697480347007654,2070590.0296187834,0.44592503944032064,2.2447719043908196e-05
cN347,gDNA,m1,184874.29466145491,517648.0250520737,222962.8541639956,4.4895415640119805e-05
cN348,gDNA,m1,0.3697480347007654,1.035294497162143,0.44592503944032064,2.2447719043908196e-05
cN349,gDNA,m1,2218488.577952627,3105884.5267809266,891850.5248056808,2.2447719043908196e-05
cN350,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN351,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN352,gDNA,m1,0.18487410978734514,0.5176475074045663,0.22296263120136442,4.4895415640119805e-05
cN353,gDNA,m1,0.3697480347007654,3105884.5267809266,891850.5248056808,2.2447719043908196e-05
cN354,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN355,gDNA,m1,1109245583094.8047,1035296567752.1725,445925931290.8454,2.2447696596211602e-11
cN356,gDNA,m1,369748.4044488001,3105884.5267809266,891850.5248056808,2.2447719043908196e-05
cN357,gDNA,m1,369748774197.2045,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN358,gDNA,m1,0.3697480347007654,1.035294497162143,0.44592503944032064,2.2447719043908196e-05
cN359,gDNA,m1,739497178646.0048,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN360,gDNA,m1,369748.4044488001,1035295.53245664,891851416656.2057,2.2447696596211602e-11
cN361,gDNA,m1,369748774197.2045,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN362,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN363,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN364,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN365,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN366,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN367,gDNA,m1,369748.4044488001,3105884.5267809266,445925.48536536004,2.2447719043908196e-05
cN368,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN369,gDNA,m1,369748.4044488001,2070590.0296187834,445925.48536536004,2.2447719043908196e-05
cN370,gDNA,m1,362823.0117676954,1049011.1882055597,452444.2681558727,0.0982760157206621
cN371,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN372,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN373,gDNA,m1,369748.4044488001,0.5176475074045663,222962.8541639956,4.4895415640119805e-05
cN374,gDNA,m1,369748774197.2045,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN375,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN376,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN377,gDNA,m1,0.3697480347007654,3105884.5267809266,891850.5248056808,2.2447719043908196e-05
cN378,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN379,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN380,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN381,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN382,gDNA,m1,369748.4044488001,3105884.5267809266,1337775.5642460017,2.2447719043908196e-05
cN383,gDNA,m1,369748.4044488001,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN384,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447719043908196e-05
cN385,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN386,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN387,gDNA,m1,369748.4044488001,1035295.53245664,891851416656.2057,2.2447696596211602e-11
cN388,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN389,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN390,gDNA,m1,739497178646.0048,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN391,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN392,gDNA,m1,369748.4044488001,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN393,gDNA,m1,123249.55031588473,1035295.53245664,0.14864177890786037,6.73431122363314e-05
cN394,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN395,gDNA,m1,369748.4044488001,1035296567752.1725,445925931290.8454,2.2447696596211602e-11
cN396,gDNA,m1,369748774197.2045,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN397,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN398,gDNA,m1,0.3697480347007654,1.035294497162143,0.44592503944032064,2.2447719043908196e-05
cN399,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN400,gDNA,m1,369748774197.2045,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN401,gDNA,m1,739497178646.0048,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN402,gDNA,m1,1109245583094.8047,3105887632665.453,2229627872752.2856,2.2447696596211602e-11
cN403,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN404,gDNA,m1,0.3697480347007654,1.035294497162143,0.44592503944032064,2.2447719043908196e-05
cN405,gDNA,m1,316927.2113591419,739496.8511545545,382221.8536993988,0.00015713389862117782
cN406,gDNA,m1,369748.4044488001,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN407,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN408,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN409,gDNA,m1,369748.4044488001,2415689.115600966,891850.8220889413,6.73431122363314e-05
cN410,gDNA,m1,369748.4044488001,1035296567752.1725,445925931290.8454,2.2447696596211602e-11
cN411,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN412,gDNA,m1,369748.4044488001,1.035294497162143,0.44592503944032064,2.2447719043908196e-05
cN413,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN414,gDNA,m1,184874.29466145491,517648.0250520737,668888.1165667245,4.4895415640119805e-05
cN415,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN416,gDNA,m1,369748.4044488001,1035295.53245664,0.44592503944032064,2.2447719043908196e-05
cN417,gDNA,m1,0.3697480347007654,1.035294497162143,445925.48536536004,2.2447719043908196e-05
cN418,gDNA,m1,0.3697480347007654,2070590.0296187834,0.44592503944032064,2.2447719043908196e-05
cN419,gDNA,m1,369748.4044488001,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN420,gDNA,m1,369748.4044488001,2070592100208.813,445925.48536536004,2.2447696596211602e-11
cN421,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN422,gDNA,m1,0.3697480347007654,1.035294497162143,0.44592503944032064,2.2447719043908196e-05
cN423,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN424,gDNA,m1,369748.4044488001,2070592100208.813,445925.48536536004,2.2447696596211602e-11
cN425,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN426,gDNA,m1,739497178646.0048,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN427,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN428,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN429,gDNA,m1,369748774197.2045,1035296567752.1725,445925931290.8454,2.2447696596211602e-11
cN430,gDNA,m1,369748.4044488001,3105884.5267809266,891850.5248056808,2.2447719043908196e-05
cN431,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN432,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN433,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN434,gDNA,m1,0.3697480347007654,1.035294497162143,0.44592503944032064,2.2447719043908196e-05
cN435,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN436,gDNA,m1,369748774197.2045,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN437,gDNA,m1,184874.29466145491,2070590.5472657727,891850.747768089,4.4895415640119805e-05
cN438,gDNA,m1,369748.4044488001,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN439,gDNA,m1,369748.4044488001,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN440,gDNA,m1,0.3697480347007654,1035295.53245664,445925.48536536004,2.2447719043908196e-05
cN441,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN442,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN443,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN444,gDNA,m1,0.3697480347007654,1.035294497162143,0.44592503944032064,2.2447719043908196e-05
cN445,gDNA,m1,369748774197.2045,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN446,gDNA,m1,369748774197.2045,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN447,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN448,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN449,gDNA,m1,1109244.473850331,1035295.53245664,0.44592503944032064,2.2447719043908196e-05
cN450,gDNA,m1,369748774197.2045,1035296567752.1725,1783702387386.9258,2.2447696596211602e-11
cN451,gDNA,m1,369748.4044488001,1035296567752.1725,891851416656.2057,2.2447696596211602e-11
cN452,gDNA,m1,369748.4044488001,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN453,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN454,gDNA,m1,713086.1840557017,1626892.937317763,891850.9388789021,0.000314267774794659
cN455,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN456,gDNA,m1,369748.4044488001,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN457,gDNA,m1,369748774197.2045,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN458,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN459,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN460,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447719043908196e-05
cN461,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN462,gDNA,m1,369748.4044488001,1.035294497162143,891850.5248056808,2.2447719043908196e-05
cN463,gDNA,m1,369748.4044488001,3105884.5267809266,445925.48536536004,2.2447719043908196e-05
cN464,gDNA,m1,369748.4044488001,1552943.0398612064,445925.48536536004,4.4895415640119805e-05
cN465,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN466,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN467,gDNA,m1,0.3697480347007654,1035295.53245664,0.44592503944032064,2.2447719043908196e-05
cN468,gDNA,m1,0.3697480347007654,2070590.0296187834,0.44592503944032064,2.2447719043908196e-05
cN469,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN470,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN471,gDNA,m1,369748774197.2045,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN472,gDNA,m1,0.3697480347007654,1.035294497162143,0.44592503944032064,2.2447719043908196e-05
cN473,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN474,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN475,gDNA,m1,369748.4044488001,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN476,gDNA,m1,739496.4391495656,1.035294497162143,891850.5248056808,2.2447719043908196e-05
cN477,gDNA,m1,369748774197.2045,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN478,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN479,gDNA,m1,369748774197.2045,2070592100208.813,445925.48536536004,2.2447696596211602e-11
cN480,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN481,gDNA,m1,369748.4044488001,1035295.53245664,0.44592503944032064,2.2447719043908196e-05
cN482,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN483,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN484,gDNA,m1,1109244.473850331,1035295.53245664,445925.48536536004,2.2447719043908196e-05
cN485,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN486,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN487,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN488,gDNA,m1,369748.4044488001,1035296567752.1725,445925931290.8454,2.2447696596211602e-11
cN489,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN490,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN491,gDNA,m1,369748.4044488001,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN492,gDNA,m1,369748.4044488001,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN493,gDNA,m1,287582.10147865594,460131.4116656313,445925.48536536004,0.000202029291813601
cN494,gDNA,m1,739496.4391495656,1035295.53245664,891850.5248056808,2.2447719043908196e-05
cN495,gDNA,m1,369748774197.2045,3105887632665.453,2229627872752.2856,2.2447696596211602e-11
cN496,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN497,gDNA,m1,739496.6240234904,1552943.0398612064,445925.48536536004,4.4895415640119805e-05
cN498,gDNA,m1,0.3697480347007654,1035295.53245664,0.44592503944032064,2.2447719043908196e-05
cN499,gDNA,m1,0.3697480347007654,1.035294497162143,445925.48536536004,2.2447719043908196e-05
cN500,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN501,gDNA,m1,369748.4044488001,1.035294497162143,891850.5248056808,2.2447719043908196e-05
cN502,gDNA,m1,1478992.5085510965,2070590.0296187834,0.44592503944032064,2.2447719043908196e-05
cN503,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN504,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN505,gDNA,m1,739496.4391495656,3105884.5267809266,1783700.6036863222,2.2447719043908196e-05
cN506,gDNA,m1,369748774197.2045,1035296567752.1725,445925931290.8454,2.2447696596211602e-11
cN507,gDNA,m1,739497178646.0048,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN508,gDNA,m1,739496.7626790556,1552943.2339789977,836110.2362869564,0.0001795815952173894
cN509,gDNA,m1,369748.4044488001,0.5176475074045663,891850.747768089,4.4895415640119805e-05
cN510,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN511,gDNA,m1,0.18487410978734514,517648.0250520737,222962.8541639956,4.4895415640119805e-05
cN512,gDNA,m1,369748774197.2045,2070592100208.813,891851416656.2057,2.2447696596211602e-11
cN513,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN514,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN515,gDNA,m1,369748.4044488001,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN516,gDNA,m1,369748.4044488001,1035295.53245664,445925931290.8454,2.2447696596211602e-11
cN517,gDNA,m1,0.3697480347007654,2070590.0296187834,891850.5248056808,2.2447719043908196e-05
cN518,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN519,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN520,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN521,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN522,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN523,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN524,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN525,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN526,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN527,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN528,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
cN529,gDNA,m1,739497178646.0048,1035296567752.1725,445925.48536536004,2.2447696596211602e-11
cN530,gDNA,m1,369748.4044488001,1035295.53245664,445925.48536536004,2.2447696596211602e-11
gN001,gDNA,m1,739496.4391495656,5176473.521105213,891850.5248056808,2.2447719043908196e-05
gN002,gDNA,m1,369748.4044488001,2070590.5472657727,222962.8541639956,4.4895415640119805e-05
gN003,gDNA,m1,0.3697480347007654,1.035294497162143,445925.48536536004,2.2447719043908196e-05
